"cf_if","first_name","last_name","email","company_name","description","goal","pledged","outcome","backers_count","country","currency","launch_date","end_date","category","subcategory"
1195,"Frances","Garnier","frances.garnier@aporti-guidotti.org","Myers LLC","Reactive bottom-line open architecture","1700.0","12202.0","successful",123,"IT","EUR","1970-01-01","1970-01-01","film & video","animation"
563,"Guillermina","Nicholson","guillermina.nicholson@grondin.fr","Rush-Bowers","Persevering analyzing extranet","189500.0","117628.0","live",1089,"US","USD","1970-01-01","1970-01-01","film & video","animation"
1620,"Giulietta","Lucas","giulietta.lucas@club.com","Mayer-Richmond","Progressive zero-defect capability","101400.0","47037.0","failed",747,"US","USD","1970-01-01","1970-01-01","film & video","animation"
516,"Victoire","Travaglia","victoire.travaglia@zacchia.com","Hansen Group","Centralized regional interface","8100.0","9969.0","successful",192,"US","USD","1970-01-01","1970-01-01","film & video","animation"
2530,"Suzanne","Benigni","suzanne.benigni@mennea-morlacchi.com","Delgado-Hatfield","Up-sized composite success","100.0","4.0","failed",1,"CA","CAD","1970-01-01","1970-01-01","film & video","animation"
1634,"Alvaro","Lemus","alvaro.lemus@yahoo.com","Mckee-Hill","Cross-platform upward-trending parallelism","134300.0","145265.0","successful",2105,"US","USD","1970-01-01","1970-01-01","film & video","animation"
2450,"Kimberly","Chan","kimberly.chan@gmail.com","Morales Group","Optimized bi-directional extranet","183800.0","1667.0","failed",54,"US","USD","1970-01-01","1970-01-01","film & video","animation"
1598,"Berthold","Randall","berthold.randall@mcdonald.com","Ramirez Group","Open-architected uniform instruction set","8800.0","622.0","failed",10,"US","USD","1970-01-01","1970-01-01","film & video","animation"
1281,"Gunar","Patrick","gunar.patrick@leroy.com","Rosario-Smith","Enterprise-wide intermediate portal","189200.0","188480.0","failed",6080,"CA","CAD","1970-01-01","1970-01-01","film & video","animation"
670,"Lucie","Redi","lucie.redi@googlemail.com","Hunt LLC","Re-engineered radical policy","20000.0","158832.0","successful",3177,"US","USD","1970-01-01","1970-01-01","film & video","animation"
2254,"Fulvio","Curiel","fulvio.curiel@reynolds.com","Fischer, Fowler and Arnold","Extended multi-tasking definition","20100.0","47705.0","successful",589,"IT","EUR","1970-01-01","1970-01-01","film & video","animation"
1813,"Eleni","Aponte","eleni.aponte@club-internet.fr","Hale-Hayes","Ameliorated client-driven open system","121600.0","188288.0","successful",4006,"US","USD","1970-01-01","1970-01-01","film & video","animation"
30,"Samira","Bottaro","samira.bottaro@vasseur.fr","Yu and Sons","Adaptive context-sensitive architecture","6700.0","5569.0","failed",105,"US","USD","1970-01-01","1970-01-01","film & video","animation"
1941,"Douglas","Amaya","douglas.amaya@favata-brenna.net","Lamb-Sanders","Stand-alone reciprocal frame","197700.0","127591.0","failed",2604,"DK","DKK","1970-01-01","1970-01-01","film & video","animation"
742,"Swantje","Lomeli","swantje.lomeli@gmx.de","Haynes-Williams","Seamless clear-thinking artificial intelligence","8700.0","10682.0","successful",116,"US","USD","1970-01-01","1970-01-01","film & video","animation"
1294,"Luce","Marty","luce.marty@waehner.org","Martinez PLC","Cloned actuating architecture","194900.0","68137.0","canceled",614,"US","USD","1970-01-01","1970-01-01","film & video","animation"
2862,"Elliot","Santana","elliot.santana@gmx.de","Moss-Guzman","Cross-platform optimizing website","1300.0","10243.0","successful",174,"CH","CHF","1970-01-01","1970-01-01","film & video","animation"
422,"Angelica","Cuellar","angelica.cuellar@zaguri-bellucci.net","Williams and Sons","Centralized asymmetric framework","5100.0","10981.0","successful",161,"US","USD","1970-01-01","1970-01-01","film & video","animation"
1589,"Marianne","Hubert","marianne.hubert@hotmail.com","Peterson, Fletcher and Sanchez","Multi-channeled bi-directional moratorium","6700.0","12939.0","successful",127,"AU","AUD","1970-01-01","1970-01-01","film & video","animation"
3138,"Tobias","Carbajal","tobias.carbajal@live.com","Joyce PLC","Synchronized directional capability","3600.0","3174.0","live",31,"US","USD","1970-01-01","1970-01-01","film & video","animation"
531,"Tim","Bradley","tim.bradley@schlosser.de","Green, Murphy and Webb","Versatile directional project","5300.0","9676.0","successful",255,"US","USD","1970-01-01","1970-01-01","film & video","animation"
877,"Debbie","Guilbert","debbie.guilbert@berg.edu","Green, Robinson and Ho","De-engineered zero-defect open system","1100.0","8081.0","successful",112,"US","USD","1970-01-01","1970-01-01","film & video","animation"
1345,"Marina","Madrid","marina.madrid@galarza-alba.com","Johnson, Parker and Haynes","Focused 6thgeneration forecast","45900.0","150965.0","successful",1606,"CH","CHF","1970-01-01","1970-01-01","film & video","shorts"
320,"James","Elliott","james.elliott@gmail.com","Tran, Steele and Wilson","Profit-focused modular product","23300.0","98811.0","successful",1267,"US","USD","1970-01-01","1970-01-01","film & video","shorts"
1215,"Nino","Bien","nino.bien@gmail.com","Fox Group","Horizontal transitional paradigm","60200.0","138384.0","successful",1442,"CA","CAD","1970-01-01","1970-01-01","film & video","shorts"
817,"Joanna","Baxter","joanna.baxter@bruce-wright.com","Price-Rodriguez","Adaptive logistical initiative","5700.0","12309.0","successful",397,"GB","GBP","1970-01-01","1970-01-01","film & video","shorts"
583,"Linda","Franceschi","linda.franceschi@richards.net","Mills, Frazier and Perez","Proactive attitude-oriented knowledge user","170400.0","160422.0","failed",2468,"US","USD","1970-01-01","1970-01-01","film & video","shorts"
1509,"Babette","Dumas","babette.dumas@brady.net","Ruiz, Richardson and Cole","Team-oriented static interface","7300.0","2946.0","failed",40,"US","USD","1970-01-01","1970-01-01","film & video","shorts"
2676,"Philip","Perez","philip.perez@hotmail.co.uk","Garcia Group","Persevering interactive matrix","191000.0","45831.0","canceled",595,"US","USD","1970-01-01","1970-01-01","film & video","shorts"
2021,"Folker","Swanson","folker.swanson@rodrigues.fr","Cline, Peterson and Lowery","Innovative static budgetary management","50500.0","16389.0","failed",191,"US","USD","1970-01-01","1970-01-01","film & video","shorts"
1473,"Ashleigh","Montez","ashleigh.montez@perry-schneider.com","Underwood, James and Jones","Triple-buffered holistic ability","900.0","6303.0","successful",89,"US","USD","1970-01-01","1970-01-01","film & video","shorts"
2729,"Romana","Blanchard","romana.blanchard@googlemail.com","Wilson and Sons","Monitored grid-enabled model","3500.0","3295.0","failed",35,"IT","EUR","1970-01-01","1970-01-01","film & video","shorts"
495,"Irina","Martineau","irina.martineau@gmail.com","Wang, Koch and Weaver","Digitized analyzing capacity","196700.0","174039.0","failed",3868,"IT","EUR","1970-01-01","1970-01-01","film & video","shorts"
1335,"Gordon","Vigorelli","gordon.vigorelli@solano.com","Solomon PLC","Open-architected 24/7 infrastructure","3600.0","13950.0","successful",157,"GB","GBP","1970-01-01","1970-01-01","film & video","shorts"
499,"Margaret","Eigenwillig","margaret.eigenwillig@yahoo.com","Miranda, Gray and Hale","Programmable disintermediate matrices","5300.0","7413.0","successful",225,"CH","CHF","1970-01-01","1970-01-01","film & video","shorts"
2820,"Abbie","Galeati","abbie.galeati@ubaldi.it","Stevenson-Thompson","Automated static workforce","4200.0","14577.0","successful",150,"US","USD","1970-01-01","1970-01-01","film & video","shorts"
48,"Homero","Respighi","homero.respighi@gmail.com","Simmons-Villarreal","Customer-focused mobile Graphic Interface","3400.0","8089.0","successful",193,"US","USD","1970-01-01","1970-01-01","film & video","shorts"
2488,"Danny","Farrell","danny.farrell@hotmail.com","Cooper Inc","Polarized discrete product","3600.0","2097.0","live",27,"GB","GBP","1970-01-01","1970-01-01","film & video","shorts"
1179,"Anel","Carpentier","anel.carpentier@klein-joseph.org","Romero and Sons","Object-based client-server application","5200.0","3079.0","failed",60,"US","USD","1970-01-01","1970-01-01","film & video","television"
2300,"Robert","Bruder","robert.bruder@manzoni.com","Chaney-Dennis","Business-focused 24hour groupware","4900.0","8523.0","successful",275,"US","USD","1970-01-01","1970-01-01","film & video","television"
2745,"Leonor","Ferreira","leonor.ferreira@gmail.com","Bailey PLC","Innovative actuating conglomeration","1000.0","718.0","failed",19,"US","USD","1970-01-01","1970-01-01","film & video","television"
2162,"Marisol","Richard","marisol.richard@gmail.com","Miles and Sons","Persistent attitude-oriented approach","3500.0","8842.0","successful",87,"US","USD","1970-01-01","1970-01-01","film & video","television"
213,"Brent","Pons","brent.pons@proyectos.net","Ross, Kelly and Brown","Virtual contextually-based circuit","8400.0","9076.0","successful",133,"US","USD","1970-01-01","1970-01-01","film & video","television"
3051,"Pamela","Payne","pamela.payne@yahoo.com","Smith-Gonzalez","Polarized needs-based approach","5400.0","14743.0","successful",154,"US","USD","1970-01-01","1970-01-01","film & video","television"
1689,"Hanne","Kidd","hanne.kidd@yahoo.com","Miller-Poole","Networked optimal adapter","102500.0","165954.0","successful",3131,"US","USD","1970-01-01","1970-01-01","film & video","television"
956,"Kathrin","Godfrey","kathrin.godfrey@tele2.fr","Harrington-Harper","Self-enabling next generation algorithm","155200.0","37754.0","canceled",439,"GB","GBP","1970-01-01","1970-01-01","film & video","television"
596,"Dorothe","Paz","dorothe.paz@fiebig.de","Santos-Young","Enhanced neutral ability","4000.0","14606.0","successful",142,"US","USD","1970-01-01","1970-01-01","film & video","television"
300,"Alban","Barbier","alban.barbier@ortiz.org","Harrison, Blackwell and Mendez","Synchronized 6thgeneration adapter","8300.0","3260.0","canceled",35,"US","USD","1970-01-01","1970-01-01","film & video","television"
1151,"Korinna","Arnold","korinna.arnold@zapata-saenz.biz","Taylor, Johnson and Hernandez","Polarized incremental portal","118200.0","92824.0","canceled",1658,"US","USD","1970-01-01","1970-01-01","film & video","television"
1484,"Marcela","Ferrante","marcela.ferrante@gmx.de","Mack Ltd","Reactive regional access","139000.0","158590.0","successful",2266,"US","USD","1970-01-01","1970-01-01","film & video","television"
1234,"Regina","Morin","regina.morin@barcaccia.net","Bowen, Davies and Burns","Devolved client-server monitoring","2900.0","12449.0","successful",175,"US","USD","1970-01-01","1970-01-01","film & video","television"
936,"Melanie","Leveque","melanie.leveque@fleury.net","Davis-Johnson","Automated reciprocal protocol","1400.0","5415.0","successful",217,"US","USD","1970-01-01","1970-01-01","film & video","television"
267,"Marion","Lira","marion.lira@ifrance.com","Barrett Inc","Organic cohesive neural-net","1700.0","3208.0","successful",56,"GB","GBP","1970-01-01","1970-01-01","film & video","television"
1873,"Tom","Leconte","tom.leconte@woods-johnson.com","Riggs Group","Configurable upward-trending solution","125900.0","195936.0","successful",1866,"GB","GBP","1970-01-01","1970-01-01","film & video","television"
843,"Eduardo","Delattre","eduardo.delattre@lynch.net.au","Garner and Sons","Versatile neutral workforce","5100.0","1414.0","failed",24,"US","USD","1970-01-01","1970-01-01","film & video","television"
1369,"Charles","Begum","charles.begum@laboratorios.info","Schultz Inc","Synergistic tertiary time-frame","9400.0","6338.0","failed",226,"DK","DKK","1970-01-01","1970-01-01","film & video","science fiction"
3030,"Lauren","Guillaume","lauren.guillaume@sorgatz.org","Moore, Dudley and Navarro","Organic multi-tasking focus group","129400.0","57911.0","failed",934,"US","USD","1970-01-01","1970-01-01","film & video","science fiction"
286,"Hermelinda","Olmos","hermelinda.olmos@portillo.com","Lester-Moore","Diverse analyzing definition","46300.0","186885.0","successful",3594,"US","USD","1970-01-01","1970-01-01","film & video","science fiction"
1691,"Marvin","Howe","marvin.howe@gmail.com","Cummings Inc","Digitized transitional monitoring","28400.0","100900.0","successful",2293,"US","USD","1970-01-01","1970-01-01","film & video","science fiction"
783,"Laszlo","Vallee","laszlo.vallee@verdier.com","Saunders Ltd","Multi-layered multi-tasking secured line","182400.0","102749.0","failed",1181,"US","USD","1970-01-01","1970-01-01","film & video","science fiction"
88,"Pierpaolo","Scaduto","pierpaolo.scaduto@sanders-gibson.com.au","Hogan, Porter and Rivera","Organic object-oriented core","8500.0","4613.0","failed",113,"US","USD","1970-01-01","1970-01-01","film & video","science fiction"
1278,"Jill","Barrios","jill.barrios@gmail.com","Lam-Hamilton","Team-oriented global strategy","6000.0","11960.0","successful",221,"US","USD","1970-01-01","1970-01-01","film & video","science fiction"
359,"Alfredo","Ingram","alfredo.ingram@hotmail.com","Martinez-Johnson","Sharable radical toolset","96500.0","16168.0","failed",245,"US","USD","1970-01-01","1970-01-01","film & video","science fiction"
50,"Clinton","Mason","clinton.mason@yahoo.com","Rose-Fuller","Upgradable holistic system engine","10000.0","12042.0","successful",117,"US","USD","1970-01-01","1970-01-01","film & video","science fiction"
1193,"Marzena","Carrero","marzena.carrero@roskoth.de","Russo, Kim and Mccoy","Balanced optimal hardware","10000.0","824.0","failed",14,"US","USD","1970-01-01","1970-01-01","film & video","science fiction"
1973,"Alyssa","Brun","alyssa.brun@chittolini-spadafora.it","Montgomery-Castro","De-engineered disintermediate encryption","43800.0","13653.0","failed",248,"AU","AUD","1970-01-01","1970-01-01","film & video","science fiction"
175,"Martina","Heser","martina.heser@morellato.it","Davis LLC","Compatible logistical paradigm","4700.0","7992.0","successful",81,"AU","AUD","1970-01-01","1970-01-01","film & video","science fiction"
1994,"Marie","Zoppetto","marie.zoppetto@kallert.de","Boyle Ltd","Streamlined fault-tolerant conglomeration","3300.0","1980.0","failed",21,"US","USD","1970-01-01","1970-01-01","film & video","science fiction"
1475,"Carmen","Oestrovsky","carmen.oestrovsky@gmail.com","Wood Inc","Re-engineered composite focus group","187600.0","35698.0","failed",830,"US","USD","1970-01-01","1970-01-01","film & video","science fiction"
1245,"Sophie","Antoine","sophie.antoine@andersen.com","Hines Inc","Cross-platform systemic adapter","1700.0","11041.0","successful",100,"US","USD","1970-01-01","1970-01-01","publishing","nonfiction"
2713,"Alma","Raymond","alma.raymond@tin.it","Hudson-Nguyen","Down-sized disintermediate support","1800.0","4712.0","successful",50,"US","USD","1970-01-01","1970-01-01","publishing","nonfiction"
2497,"Leonid","Scholl","leonid.scholl@collin.com","Gonzalez-Martinez","Vision-oriented actuating open system","168500.0","171729.0","successful",1684,"AU","AUD","1970-01-01","1970-01-01","publishing","nonfiction"
1034,"Auguste","Burnett","auguste.burnett@yahoo.fr","Barry Group","De-engineered static Local Area Network","4600.0","8505.0","successful",88,"US","USD","1970-01-01","1970-01-01","publishing","nonfiction"
2423,"Mirjana","Collins","mirjana.collins@hotmail.com","Cooke PLC","Focused executive core","100.0","5.0","failed",1,"DK","DKK","1970-01-01","1970-01-01","publishing","nonfiction"
521,"Alice","Wall","alice.wall@zaccardo.it","Warren-Harrison","Programmable incremental knowledge user","38900.0","56859.0","successful",1137,"US","USD","1970-01-01","1970-01-01","publishing","nonfiction"
2901,"Zaira","Cattaneo","zaira.cattaneo@yahoo.com","Miller-Patel","Mandatory uniform strategy","60400.0","4393.0","failed",151,"US","USD","1970-01-01","1970-01-01","publishing","nonfiction"
1831,"Augustin","Wohlgemut","augustin.wohlgemut@watson.info","Morales-Odonnell","Exclusive 5thgeneration structure","125400.0","53324.0","failed",846,"US","USD","1970-01-01","1970-01-01","publishing","nonfiction"
291,"Christina","Besnard","christina.besnard@delorme.com","Ortiz, Valenzuela and Collins","Profound solution-oriented matrix","3300.0","6178.0","successful",107,"US","USD","1970-01-01","1970-01-01","publishing","nonfiction"
2489,"Janice","Infantino","janice.infantino@hotmail.com","Miller Ltd","Open-architected mobile emulation","198600.0","97037.0","failed",1198,"US","USD","1970-01-01","1970-01-01","publishing","nonfiction"
397,"Kirsten","Chindamo","kirsten.chindamo@carrillo-wall.com","Gilmore LLC","Optimized systemic algorithm","1400.0","7600.0","successful",110,"CA","CAD","1970-01-01","1970-01-01","publishing","nonfiction"
2093,"Marcus","Espino","marcus.espino@comolli.eu","Ford LLC","Centralized tangible success","169700.0","168048.0","failed",2025,"GB","GBP","1970-01-01","1970-01-01","publishing","nonfiction"
1746,"Kristie","Garrett","kristie.garrett@wernecke.com","Silva-Hawkins","Proactive heuristic orchestration","7700.0","2533.0","canceled",29,"US","USD","1970-01-01","1970-01-01","publishing","nonfiction"
487,"Nathan","Jennings","nathan.jennings@kim.com","Lane-Barber","Universal value-added moderator","3600.0","8363.0","successful",270,"US","USD","1970-01-01","1970-01-01","publishing","nonfiction"
1705,"Elisa","Barkholz","elisa.barkholz@sfr.fr","Rodriguez, Cox and Rodriguez","Networked disintermediate leverage","1100.0","13045.0","successful",181,"CH","CHF","1970-01-01","1970-01-01","publishing","nonfiction"
1849,"Jose","Huang","jose.huang@gmx.de","Landry Group","Expanded value-added hardware","59700.0","134640.0","successful",2805,"CA","CAD","1970-01-01","1970-01-01","publishing","nonfiction"
322,"Zeferino","Barrera","zeferino.barrera@zedillo-velazquez.com","Alvarez-Bauer","Front-line intermediate moderator","51300.0","189192.0","successful",2489,"IT","EUR","1970-01-01","1970-01-01","publishing","nonfiction"
2693,"Lucia","Riviere","lucia.riviere@samaniego.biz","Anderson, Williams and Cox","Streamlined national benchmark","85000.0","107516.0","successful",1280,"US","USD","1970-01-01","1970-01-01","publishing","nonfiction"
2951,"Gianna","Carroll","gianna.carroll@perez.com","Ortiz Inc","Stand-alone incremental parallelism","1000.0","5438.0","successful",53,"US","USD","1970-01-01","1970-01-01","publishing","nonfiction"
2510,"Gabriela","Padilla","gabriela.padilla@pearson-russell.com","Parker-Morris","Assimilated next generation instruction set","41000.0","709.0","live",14,"US","USD","1970-01-01","1970-01-01","publishing","nonfiction"
423,"Christophe","Bohnbach","christophe.bohnbach@ifrance.com","Huff-Johnson","Universal fault-tolerant orchestration","195200.0","78630.0","failed",742,"US","USD","1970-01-01","1970-01-01","publishing","nonfiction"
2677,"Gerald","Olivera","gerald.olivera@outlook.com","Black, Armstrong and Anderson","Profound attitude-oriented functionalities","8100.0","11339.0","successful",107,"US","USD","1970-01-01","1970-01-01","publishing","fiction"
91,"Jens","Graham","jens.graham@jones-buckley.com","Reid-Mccullough","Visionary real-time groupware","1600.0","10541.0","successful",98,"DK","DKK","1970-01-01","1970-01-01","publishing","fiction"
468,"Laura","Buckley","laura.buckley@ryan.org","Barrett PLC","Team-oriented clear-thinking capacity","166700.0","145382.0","failed",3304,"IT","EUR","1970-01-01","1970-01-01","publishing","fiction"
186,"Ahmad","Sosa","ahmad.sosa@gmail.com","Taylor PLC","Seamless zero-defect solution","136800.0","88055.0","failed",3387,"US","USD","1970-01-01","1970-01-01","publishing","fiction"
2893,"Espartaco","Willis","espartaco.willis@hotmail.com","Austin, Baker and Kelley","Fundamental grid-enabled strategy","9000.0","3496.0","canceled",57,"US","USD","1970-01-01","1970-01-01","publishing","fiction"
3162,"Nicola","Rossi","nicola.rossi@berry.org","Johnson, Patterson and Montoya","Triple-buffered fresh-thinking frame","19800.0","184658.0","successful",1884,"US","USD","1970-01-01","1970-01-01","publishing","fiction"
2065,"Romeo","Surian","romeo.surian@batista.com","Salazar-Dodson","Face-to-face zero tolerance moderator","32900.0","43473.0","successful",659,"DK","DKK","1970-01-01","1970-01-01","publishing","fiction"
358,"Isabel","Pruschke","isabel.pruschke@gmail.com","Sandoval-Powell","Phased holistic implementation","84400.0","8092.0","failed",80,"US","USD","1970-01-01","1970-01-01","publishing","fiction"
576,"Michelle","Collier","michelle.collier@peruzzi.it","Rodriguez-Scott","Realigned zero tolerance software","2100.0","14046.0","successful",134,"US","USD","1970-01-01","1970-01-01","publishing","fiction"
2080,"Ilse","Bray","ilse.bray@venturi.it","Murphy PLC","Optional solution-oriented instruction set","191500.0","57122.0","failed",1120,"US","USD","1970-01-01","1970-01-01","publishing","fiction"
1987,"Iris","Trincavelli","iris.trincavelli@tiscali.fr","Martin, Russell and Baker","Focused solution-oriented instruction set","4200.0","689.0","failed",9,"US","USD","1970-01-01","1970-01-01","publishing","fiction"
1652,"Edelgard","Kreusel","edelgard.kreusel@hotmail.com","Morrow, Santiago and Soto","Stand-alone human-resource workforce","105000.0","96328.0","failed",1784,"US","USD","1970-01-01","1970-01-01","publishing","fiction"
1451,"Dolores","Didier","dolores.didier@yahoo.com.au","Shannon-Olson","Enhanced methodical middleware","9800.0","14697.0","successful",140,"IT","EUR","1970-01-01","1970-01-01","publishing","fiction"
2071,"Harry","Fouquet","harry.fouquet@ibarra-cooper.com","Murphy-Fox","Organic system-worthy orchestration","5300.0","4432.0","failed",111,"US","USD","1970-01-01","1970-01-01","publishing","fiction"
2609,"Devin","Ebert","devin.ebert@yahoo.fr","Pace, Simpson and Watkins","Down-sized uniform ability","6900.0","10557.0","successful",123,"US","USD","1970-01-01","1970-01-01","publishing","fiction"
559,"Susan","Vigliotti","susan.vigliotti@yahoo.co.uk","Campbell, Thomas and Obrien","Multi-channeled secondary middleware","171000.0","194309.0","successful",2662,"CA","CAD","1970-01-01","1970-01-01","publishing","fiction"
2865,"Derrick","Little","derrick.little@small.org","Allen Inc","Total dedicated benchmark","9200.0","10093.0","successful",96,"US","USD","1970-01-01","1970-01-01","publishing","fiction"
2301,"Tyler","Rivera","tyler.rivera@guajardo-ozuna.com","Schmitt-Mendoza","Profound explicit paradigm","90200.0","167717.0","successful",6212,"US","USD","1970-01-01","1970-01-01","publishing","radio & podcasts"
2869,"Luke","Klein","luke.klein@hotmail.com","Hart-Briggs","Re-engineered user-facing approach","61400.0","73653.0","successful",676,"US","USD","1970-01-01","1970-01-01","publishing","radio & podcasts"
1623,"Aldo","Cibin","aldo.cibin@gmx.de","Jensen-Vargas","Ameliorated explicit parallelism","89900.0","12497.0","failed",347,"US","USD","1970-01-01","1970-01-01","publishing","radio & podcasts"
1575,"Livio","Rosselli","livio.rosselli@green.co.uk","Cox Group","Synergized analyzing process improvement","7100.0","5824.0","failed",86,"AU","AUD","1970-01-01","1970-01-01","publishing","radio & podcasts"
3035,"Cory","Stewart","cory.stewart@voila.fr","Mays LLC","Multi-layered global groupware","6900.0","11174.0","successful",103,"US","USD","1970-01-01","1970-01-01","publishing","radio & podcasts"
182,"Agathe","Dias","agathe.dias@jackson.com","Rodriguez, Johnson and Jackson","Digitized foreground array","6500.0","795.0","failed",16,"US","USD","1970-01-01","1970-01-01","publishing","radio & podcasts"
2924,"Fiorenzo","Bauer","fiorenzo.bauer@gmail.com","Jones-Gonzalez","Seamless dynamic website","3800.0","9021.0","successful",156,"CH","CHF","1970-01-01","1970-01-01","publishing","radio & podcasts"
1680,"Harald","Roy","harald.roy@web.de","Gardner, Ryan and Gutierrez","Triple-buffered multi-tasking matrices","9400.0","4899.0","failed",64,"US","USD","1970-01-01","1970-01-01","publishing","radio & podcasts"
2003,"Denny","Fritz","denny.fritz@despacho.biz","Montgomery, Larson and Spencer","User-centric bifurcated knowledge user","4500.0","13536.0","successful",330,"US","USD","1970-01-01","1970-01-01","publishing","translations"
2821,"Barbara","Guibert","barbara.guibert@casares-sanches.com","Clark Group","Grass-roots fault-tolerant policy","4800.0","12516.0","successful",113,"US","USD","1970-01-01","1970-01-01","publishing","translations"
2791,"Alejandra","Joseph","alejandra.joseph@escalante-abrego.biz","Frazier, Patrick and Smith","Enhanced systemic analyzer","154300.0","74688.0","failed",679,"IT","EUR","1970-01-01","1970-01-01","publishing","translations"
379,"Tonino","Stanley","tonino.stanley@hotmail.com","Blair Group","Public-key 3rdgeneration budgetary management","4900.0","521.0","failed",5,"US","USD","1970-01-01","1970-01-01","publishing","translations"
211,"Philippe","Gardner","philippe.gardner@howells-jones.net","Avila-Nelson","Up-sized intermediate website","61500.0","168095.0","successful",6465,"US","USD","1970-01-01","1970-01-01","publishing","translations"
41,"Elena","Jimenez","elena.jimenez@yahoo.com.au","Ward, Sanchez and Kemp","Stand-alone discrete Graphical User Interface","3900.0","9419.0","successful",116,"US","USD","1970-01-01","1970-01-01","publishing","translations"
387,"Metin","Coulon","metin.coulon@ashley.com","Gonzalez-Robbins","Up-sized responsive protocol","4700.0","8829.0","successful",80,"US","USD","1970-01-01","1970-01-01","publishing","translations"
1139,"Desiree","Huerta","desiree.huerta@morris.com","Nichols Ltd","Function-based attitude-oriented groupware","7400.0","8432.0","successful",211,"US","USD","1970-01-01","1970-01-01","publishing","translations"
1730,"Aleksandr","Weiss","aleksandr.weiss@blanc.org","Davis, Cox and Fox","Compatible exuding Graphical User Interface","5200.0","702.0","failed",21,"GB","GBP","1970-01-01","1970-01-01","publishing","translations"
1056,"Guillermo","Larsen","guillermo.larsen@yahoo.com","Smith and Sons","Grass-roots 24/7 attitude","5200.0","12467.0","successful",122,"US","USD","1970-01-01","1970-01-01","publishing","translations"
2331,"Kevin","Delahaye","kevin.delahaye@ellis-wilson.com","Pugh LLC","Reactive analyzing function","8900.0","13065.0","successful",136,"US","USD","1970-01-01","1970-01-01","publishing","translations"
917,"Gunhild","Carrillo","gunhild.carrillo@elliott-gilbert.org","Jordan-Wolfe","Inverse multimedia Graphic Interface","4500.0","1863.0","failed",18,"US","USD","1970-01-01","1970-01-01","publishing","translations"
195,"Severino","Linares","severino.linares@angeli.com","Perez Group","Cross-platform tertiary hub","63400.0","197728.0","successful",2038,"US","USD","1970-01-01","1970-01-01","publishing","translations"
1006,"Cristina","Chevalier","cristina.chevalier@proyectos.com","Hale, Pearson and Jenkins","Upgradable attitude-oriented project","97200.0","55372.0","failed",513,"US","USD","1970-01-01","1970-01-01","publishing","translations"
964,"Roberta","Finzi","roberta.finzi@knight-davies.co.uk","Bradley, Beck and Mayo","Synergized fault-tolerant hierarchy","43200.0","136156.0","successful",1297,"DK","DKK","1970-01-01","1970-01-01","publishing","translations"
1093,"Editha","Savage","editha.savage@davies.co.uk","Levine, Martin and Hernandez","Expanded asynchronous groupware","6800.0","10723.0","successful",165,"DK","DKK","1970-01-01","1970-01-01","publishing","translations"
1261,"Carin","Pineau","carin.pineau@yahoo.com","Anderson, Parks and Estrada","Realigned discrete structure","6000.0","13835.0","successful",182,"US","USD","1970-01-01","1970-01-01","publishing","translations"
2122,"Vito","Dossi","vito.dossi@hotmail.co.uk","Black-Graham","Operative hybrid utilization","145000.0","6631.0","failed",130,"US","USD","1970-01-01","1970-01-01","publishing","translations"
1809,"Mandy","Weston","mandy.weston@free.fr","Mason, Case and May","Optimized content-based collaboration","5700.0","6800.0","successful",155,"US","USD","1970-01-01","1970-01-01","publishing","translations"
2585,"Micaela","Martel","micaela.martel@hotmail.com","Hernandez Inc","Versatile dedicated migration","2400.0","11990.0","successful",226,"US","USD","1970-01-01","1970-01-01","publishing","translations"
1419,"Guadalupe","Munoz","guadalupe.munoz@murray-hamilton.com.au","Leach, Rich and Price","Implemented bi-directional flexibility","141100.0","74073.0","failed",842,"US","USD","1970-01-01","1970-01-01","publishing","translations"
821,"Cilly","Gay","cilly.gay@callegaro.it","Caldwell, Velazquez and Wilson","Monitored impactful analyzer","5500.0","11904.0","successful",163,"US","USD","1970-01-01","1970-01-01","games","video games"
2224,"Valeria","Rich","valeria.rich@turchetta-mondadori.it","Schroeder Ltd","Progressive needs-based focus group","3500.0","10850.0","successful",226,"GB","GBP","1970-01-01","1970-01-01","games","video games"
202,"Raymond","Solorzano","raymond.solorzano@gmail.com","Bridges, Freeman and Kim","Cross-group multi-state task-force","2900.0","6243.0","successful",201,"US","USD","1970-01-01","1970-01-01","games","video games"
2067,"Abigail","Foster","abigail.foster@taylor.net","Sutton, Barrett and Tucker","Cross-platform needs-based approach","1100.0","7012.0","successful",127,"US","USD","1970-01-01","1970-01-01","games","video games"
2909,"Roger","Gerlach","roger.gerlach@may-mitchell.co.uk","Porter-George","Reactive content-based framework","1000.0","14973.0","successful",180,"GB","GBP","1970-01-01","1970-01-01","games","video games"
1527,"Giulio","Bohlander","giulio.bohlander@dbmail.com","Santos, Bell and Lloyd","Object-based analyzing knowledge user","20000.0","51775.0","successful",498,"CH","CHF","1970-01-01","1970-01-01","games","video games"
1668,"Oreste","Ward","oreste.ward@proyectos.com","Arias, Allen and Miller","Seamless transitional portal","97800.0","32951.0","failed",1220,"AU","AUD","1970-01-01","1970-01-01","games","video games"
1490,"Kelly","Carter","kelly.carter@hotmail.com.au","Brown-Brown","Multi-lateral homogeneous success","45300.0","99361.0","successful",903,"US","USD","1970-01-01","1970-01-01","games","video games"
